step_label,percent,time_h
T0|batch-1,25,1.8646765625000001
T0|batch-1,50,3.7293531250000003
T0|batch-1,75,5.594029687500001
T0|batch-1,100,7.4587062500000005
T1|batch-2,25,8.787418515625001
T1|batch-2,50,10.11613078125
T1|batch-2,75,11.444843046875
T1|batch-2,100,12.773555312500001
