step_label,t_start_h,t_end_h,duration_h
T0|drainage,0.0,0.0,0.0
T0|batch-1,0.0,7.4587062500000005,7.4587062500000005
T1|batch-2,7.4587062500000005,12.773555312500001,5.3148490625
T2|finalize,12.773555312500001,12.773555312500001,0.0
